employee_id,first_name,last_name,email,phone,department,designation,manager_id,employment_type,salary_band,location,status,joining_date,risk_score
EMPC7F06FB7,Samantha,Hooper,samantha.hooper@company.com,+1-906-499-0162,Quality,SVP,,Part-Time,Band-6,Houston,Active,2023-01-21,39.1
EMP279E2185,Brent,Gray,brent.gray@company.com,975.256.4641,Sales,Intern,,Full-Time,Band-1,Jacksonville,Active,2021-06-30,19.45
EMP17D53431,Kaitlyn,Williams,kaitlyn.williams@company.com,(931)300-3309x232,Sales,Intern,,Part-Time,Band-1,New York,Inactive,2024-07-24,4.69
EMP2A7F289F,Anne,Robinson,anne.robinson@company.com,001-645-829-9124x190,HR,Junior Associate,,Full-Time,Band-1,San Jose,Active,2024-07-19,11.05
EMP5062C2D2,Randy,Espinoza,randy.espinoza@company.com,793-814-9190,IT,Senior Associate,,Full-Time,Band-2,San Jose,Active,2021-05-22,0.0
EMPD6CB2FFC,Doris,Jones,doris.jones@company.com,+1-650-967-1657x2628,Marketing,VP,,Contract,Band-6,Phoenix,Active,2021-07-18,40.32
EMP92E275EE,Steven,Petersen,steven.petersen@company.com,001-845-731-4737,Procurement,SVP,,Temporary,Band-6,Philadelphia,Active,2016-06-20,15.37
EMP59D57FFF,Anthony,Rosales,anthony.rosales@company.com,(273)554-5494,Quality,Junior Associate,,Full-Time,Band-1,Los Angeles,Active,2015-02-08,30.84
EMPABD21357,Christopher,Cortez,christopher.cortez@company.com,783.977.7014x3634,Finance,Director,,Part-Time,Band-5,Philadelphia,Active,2024-11-17,16.67
EMP49725890,Angela,Cooper,angela.cooper@company.com,001-485-557-4443x135,Sales,Senior Manager,,Contract,Band-4,San Jose,Inactive,2024-05-08,54.74
EMPA6AE7180,Javier,Washington,javier.washington@company.com,001-498-694-1343x524,Sales,C-Level,,Contract,Band-6,Austin,Active,2024-02-29,18.93
EMP30D9DF98,Brandon,Brown,brandon.brown@company.com,627-910-9477x7520,Finance,Associate,,Full-Time,Band-2,Jacksonville,Active,2017-12-19,18.45
EMPAD5A8F0A,Danny,Jones,danny.jones@company.com,519.802.2941x3186,IT,Lead,,Contract,Band-3,Dallas,Active,2018-11-05,17.96
EMP0D46A45C,Shannon,Ramos,shannon.ramos@company.com,001-564-699-0913,Manufacturing,Intern,,Contract,Band-1,New York,Active,2016-01-14,30.11
EMPFA870920,Donna,Moore,donna.moore@company.com,(681)220-6797,Quality,C-Level,,Temporary,Band-6,Dallas,Active,2016-10-23,48.53
EMP355D250E,Jesse,Mann,jesse.mann@company.com,001-671-434-9361x832,HR,Junior Associate,,Full-Time,Band-1,Philadelphia,Active,2024-11-26,50.69
EMP99CB8BEA,Charles,Martin,charles.martin@company.com,999-347-1746x4887,Operations,Associate,,Contract,Band-2,Houston,Active,2019-02-02,16.03
EMP73C15C7D,Carly,Preston,carly.preston@company.com,001-459-940-1399x049,Logistics,VP,,Temporary,Band-6,San Jose,Active,2016-02-26,21.87
EMP6CA8D819,April,Ramos,april.ramos@company.com,429-767-1756x551,HR,Senior Associate,,Temporary,Band-2,New York,Active,2024-02-03,47.05
EMP7000347C,Robert,Simpson,robert.simpson@company.com,+1-968-807-1545x1680,Manufacturing,Senior Lead,,Part-Time,Band-3,Phoenix,Active,2023-10-10,0.0
EMPFD815084,Brian,Stone,brian.stone@company.com,+1-277-503-4824x771,Quality,SVP,,Part-Time,Band-6,Houston,Active,2024-08-17,43.67
EMP23660E25,Jennifer,Collins,jennifer.collins@company.com,9866131712,Procurement,Senior Manager,,Part-Time,Band-4,Houston,Active,2018-12-03,39.11
EMP7DB143D6,William,Hill,william.hill@company.com,873.778.2639x8214,Procurement,Senior Associate,,Contract,Band-2,Austin,Active,2015-10-12,10.26
EMP3DBBC1BC,Sarah,Romero,sarah.romero@company.com,9447997278,Sales,VP,,Contract,Band-6,New York,Active,2024-06-17,27.22
EMP8993522C,Martin,Hines,martin.hines@company.com,(875)433-9636x0576,Operations,Lead,,Full-Time,Band-3,San Jose,Active,2017-12-23,36.68
EMPF7CFCA49,Tyler,Johnson,tyler.johnson@company.com,695.717.1870x26217,Logistics,SVP,,Temporary,Band-6,San Jose,Inactive,2023-10-27,54.64
EMP2C13DA3E,Cindy,Sanders,cindy.sanders@company.com,358-565-7809,Operations,Junior Associate,,Temporary,Band-1,New York,Active,2017-11-09,5.23
EMP9508758C,Crystal,Mccall,crystal.mccall@company.com,216.711.7240,IT,C-Level,,Contract,Band-6,San Antonio,Active,2021-01-14,32.99
EMPD9954018,Laura,Carter,laura.carter@company.com,(862)538-6922x219,Finance,VP,,Contract,Band-6,Dallas,Active,2022-06-10,38.41
EMP108B2547,Tyler,Aguilar,tyler.aguilar@company.com,474.374.0748,Manufacturing,Manager,,Contract,Band-4,Dallas,Active,2018-08-29,9.99
EMP1B9441F5,Scott,Reed,scott.reed@company.com,001-346-547-4367,HR,Manager,,Contract,Band-4,San Antonio,Active,2023-05-23,12.54
EMP751A2BDE,Patrick,Howard,patrick.howard@company.com,740-564-0909x7439,Procurement,Intern,,Part-Time,Band-1,San Antonio,Active,2018-05-29,7.4
EMP56F19B12,Dana,Oliver,dana.oliver@company.com,+1-421-504-7095x2145,IT,Senior Director,,Temporary,Band-5,Jacksonville,Active,2019-12-17,10.54
EMP73A25983,David,Ryan,david.ryan@company.com,(488)542-4745x171,Sales,Junior Associate,,Contract,Band-1,Los Angeles,Active,2018-03-08,6.14
EMP61DAE0F8,Michelle,Ramsey,michelle.ramsey@company.com,(885)716-0481x7549,IT,C-Level,,Part-Time,Band-6,New York,Active,2024-01-17,21.23
EMPE9DF42C0,Daniel,Hall,daniel.hall@company.com,8983593174,Finance,Senior Manager,,Temporary,Band-4,San Antonio,Active,2021-11-08,32.87
EMP0DAED481,Donald,Shah,donald.shah@company.com,471-813-8267x5869,Manufacturing,Senior Director,,Part-Time,Band-5,Chicago,Active,2020-07-17,27.92
EMPCB5429CE,Diana,Bass,diana.bass@company.com,+1-764-205-3773x515,Finance,Intern,,Temporary,Band-1,Houston,Active,2023-06-03,41.76
EMPAB0942ED,Raymond,Lopez,raymond.lopez@company.com,471-539-0053,Finance,SVP,,Temporary,Band-6,Chicago,Active,2017-10-17,15.22
EMP0D9E8C3A,Casey,Hubbard,casey.hubbard@company.com,493.435.2904,Sales,VP,,Contract,Band-6,San Diego,Active,2020-12-15,19.46
EMPD1919328,Amber,Lindsey,amber.lindsey@company.com,402-605-3950,Quality,SVP,,Part-Time,Band-6,Jacksonville,Active,2021-02-22,32.32
EMP1C7D6195,Brian,Harmon,brian.harmon@company.com,611.977.5891x78390,IT,Senior Manager,,Contract,Band-4,Dallas,Active,2017-11-27,10.07
EMP763AAA25,Dawn,Johnson,dawn.johnson@company.com,666.717.7115x9212,IT,Senior Associate,,Contract,Band-2,Philadelphia,Active,2018-03-16,19.07
EMPD53E93C3,Oscar,Harper,oscar.harper@company.com,778-996-1183x6736,HR,Director,,Part-Time,Band-5,Houston,Active,2015-11-27,25.95
EMPBB2E556C,Raymond,Blair,raymond.blair@company.com,465-245-2711x11615,Logistics,Associate,,Temporary,Band-2,San Antonio,Active,2019-07-28,18.52
EMP1821E626,Brenda,Hoffman,brenda.hoffman@company.com,416-956-0494x51983,Marketing,Manager,,Full-Time,Band-4,San Jose,Active,2019-05-15,14.74
EMPC85ED30B,Jeffrey,Rodriguez,jeffrey.rodriguez@company.com,+1-251-649-3689,Manufacturing,Intern,,Part-Time,Band-1,San Diego,Active,2019-05-17,31.82
EMP80FE7DB4,Anthony,Nelson,anthony.nelson@company.com,001-545-850-2296x120,Operations,Manager,,Temporary,Band-4,Philadelphia,Active,2020-06-12,15.55
EMP3454EF29,Robert,Peterson,robert.peterson@company.com,(645)999-1022x901,HR,C-Level,,Full-Time,Band-6,San Antonio,Active,2020-03-29,12.57
EMP50F5E050,Ebony,Tucker,ebony.tucker@company.com,664.238.1561x497,Finance,VP,,Temporary,Band-6,Chicago,Active,2015-04-22,25.1
EMP87D7C792,Jeffrey,Joyce,jeffrey.joyce@company.com,3032432445,Quality,Associate,,Contract,Band-2,Philadelphia,Active,2017-05-16,33.92
EMPF5EF60D5,Tyler,Jordan,tyler.jordan@company.com,(268)838-8516,Manufacturing,Manager,,Contract,Band-4,Los Angeles,Active,2018-02-13,24.55
EMP43267D68,Andrew,Morse,andrew.morse@company.com,796-396-6416x05297,IT,SVP,,Full-Time,Band-6,Austin,Active,2018-12-04,0.0
EMP52835325,Samuel,Rodriguez,samuel.rodriguez@company.com,(596)781-6453x52181,IT,Intern,,Full-Time,Band-1,San Jose,Active,2017-10-09,4.15
EMP4EB5540C,Michael,Mullen,michael.mullen@company.com,+1-923-912-4329x2127,Quality,Associate,,Contract,Band-2,Philadelphia,Active,2017-06-11,12.71
EMP3E751740,Erin,Macias,erin.macias@company.com,+1-795-352-7177x4490,Finance,Senior Director,,Part-Time,Band-5,Phoenix,Active,2023-05-22,21.22
EMPFED829C9,Lance,Hayes,lance.hayes@company.com,9542119986,Manufacturing,Intern,,Part-Time,Band-1,Los Angeles,Active,2019-03-18,37.72
EMP5DF28BA8,Shannon,Pacheco,shannon.pacheco@company.com,+1-435-297-8207x1518,Finance,VP,,Contract,Band-6,Austin,Active,2017-09-21,11.51
EMPD11D35BF,John,Kim,john.kim@company.com,288.792.5546x659,Logistics,Junior Associate,,Temporary,Band-1,Austin,Active,2015-06-18,25.55
EMPA2D31BFA,Cameron,Davis,cameron.davis@company.com,+1-364-649-2519x2546,Logistics,Director,,Full-Time,Band-5,San Antonio,Active,2022-04-06,1.43
EMPD5CBFA7F,Angelica,Schneider,angelica.schneider@company.com,528-516-8505x42357,Quality,Junior Associate,,Part-Time,Band-1,San Antonio,Active,2024-12-30,7.0
EMP2A3BD4F3,Zoe,Moore,zoe.moore@company.com,418-488-0592x9622,Procurement,Director,,Temporary,Band-5,San Diego,Active,2022-04-18,25.77
EMP51B1013B,Jennifer,Williams,jennifer.williams@company.com,(737)994-7383x473,Finance,SVP,,Contract,Band-6,San Diego,Active,2017-10-02,8.94
EMP33F6E8F2,Steven,Campbell,steven.campbell@company.com,(388)362-3924x0758,Marketing,Senior Manager,,Temporary,Band-4,Philadelphia,Active,2021-05-23,12.74
EMP8A2D6FE3,Justin,Hines,justin.hines@company.com,878-726-1375x060,Procurement,Senior Lead,,Contract,Band-3,Phoenix,Active,2023-12-12,24.3
EMPD49E4065,Joe,Vang,joe.vang@company.com,(930)951-5220x472,Procurement,SVP,,Full-Time,Band-6,Dallas,Active,2024-11-13,29.42
EMP874A44D6,Christina,Bullock,christina.bullock@company.com,6435289861,IT,Junior Associate,,Temporary,Band-1,Austin,Active,2021-03-24,20.83
EMP1318DE1A,Kevin,Williams,kevin.williams@company.com,(897)211-7980x89324,Operations,Senior Manager,,Full-Time,Band-4,Phoenix,Active,2023-11-22,35.3
EMPA164A0AC,Christina,Allen,christina.allen@company.com,(221)885-1888x88067,Quality,SVP,,Contract,Band-6,San Antonio,Inactive,2019-02-20,20.93
EMP16FF2B31,Tina,King,tina.king@company.com,2517531952,Logistics,Director,,Temporary,Band-5,Phoenix,Active,2018-09-16,42.13
EMPA33BCC43,Amy,Li,amy.li@company.com,(577)222-1704,Sales,Senior Associate,,Part-Time,Band-2,Houston,Active,2016-05-04,27.12
EMP6355C552,Kylie,Blackwell,kylie.blackwell@company.com,348-768-7403x45054,Marketing,Senior Manager,,Contract,Band-4,Los Angeles,Active,2018-02-06,26.75
EMP4CF46835,Samuel,Ross,samuel.ross@company.com,865.427.7584x161,Sales,Lead,,Part-Time,Band-3,Phoenix,Active,2015-02-27,21.33
EMP186007AA,Amy,Morris,amy.morris@company.com,754-947-9627,Procurement,Intern,,Part-Time,Band-1,Austin,Active,2021-03-16,29.34
EMP4A3FF32D,Bobby,Berg,bobby.berg@company.com,(996)240-1658x202,Quality,Senior Manager,,Temporary,Band-4,San Diego,Active,2018-03-10,21.88
EMP4A58D245,David,Young,david.young@company.com,+1-455-769-0927x5571,Quality,Intern,,Full-Time,Band-1,Los Angeles,Active,2017-10-31,21.42
EMP39C0BBE4,Raymond,Banks,raymond.banks@company.com,610.627.8681,HR,Junior Associate,,Contract,Band-1,Los Angeles,Inactive,2016-09-13,0.0
EMPC3806D25,Jane,Lewis,jane.lewis@company.com,+1-747-331-2172x715,Manufacturing,Junior Associate,,Part-Time,Band-1,Dallas,Active,2021-04-04,9.37
EMPE675D1DD,Andrea,Roberts,andrea.roberts@company.com,722-958-3132x3705,Procurement,Senior Manager,,Full-Time,Band-4,San Jose,Inactive,2019-10-23,14.14
EMP3C771B46,Linda,Arnold,linda.arnold@company.com,+1-711-346-7866x912,IT,Junior Associate,,Part-Time,Band-1,Phoenix,Active,2023-07-22,39.11
EMP00B3A3CF,Shannon,Frazier,shannon.frazier@company.com,(628)492-2680x182,Operations,Associate,,Temporary,Band-2,San Diego,Active,2016-10-03,21.21
EMPD70D72E9,Fernando,Donovan,fernando.donovan@company.com,458.641.4384,Operations,Senior Manager,,Part-Time,Band-4,Phoenix,Active,2018-04-07,38.97
EMPB34DD301,Christina,Davis,christina.davis@company.com,+1-229-692-2995x9001,Procurement,SVP,,Part-Time,Band-6,San Antonio,Active,2017-08-14,23.66
EMP17063C2D,Debra,Wang,debra.wang@company.com,(490)978-4473x64710,HR,Senior Associate,,Contract,Band-2,Chicago,Active,2022-04-06,15.55
EMPCB3FE8D7,Robert,Marshall,robert.marshall@company.com,992-355-5625x88153,Marketing,Associate,,Contract,Band-2,San Diego,Active,2024-03-30,25.34
EMPB9D27782,Joseph,Wright,joseph.wright@company.com,704-569-6325,Manufacturing,SVP,,Contract,Band-6,Dallas,Active,2018-05-30,0.55
EMP9BD1065D,Kathryn,Jimenez,kathryn.jimenez@company.com,277.247.0168x73395,Logistics,Senior Manager,,Contract,Band-4,New York,Active,2019-11-05,23.74
EMP934B17E4,Juan,Harper,juan.harper@company.com,+1-874-280-1624x5650,Marketing,VP,,Full-Time,Band-6,Austin,Active,2024-05-17,22.07
EMPA289EBF3,Ashley,Lee,ashley.lee@company.com,+1-341-468-7849,Sales,Senior Director,,Temporary,Band-5,Phoenix,Active,2020-04-11,44.4
EMPA0536E44,Theresa,Long,theresa.long@company.com,985-923-9868x00025,Quality,Senior Director,,Full-Time,Band-5,San Diego,Active,2019-11-21,26.3
EMPE853E308,Eduardo,Barry,eduardo.barry@company.com,(759)952-6949,Logistics,Senior Lead,,Temporary,Band-3,Jacksonville,Active,2016-10-20,16.96
EMPF89752C7,Jeanne,Evans,jeanne.evans@company.com,9556169409,Sales,VP,,Full-Time,Band-6,San Diego,Active,2019-06-29,26.36
EMP1DA0F492,Tammy,Patton,tammy.patton@company.com,001-399-530-9728x962,Sales,Lead,,Full-Time,Band-3,Austin,Active,2019-07-14,2.34
EMPFDC913AE,Andrew,Edwards,andrew.edwards@company.com,(563)768-9702,Operations,Senior Manager,,Part-Time,Band-4,Dallas,Active,2019-08-20,55.62
EMP7054C7CD,Whitney,Mendoza,whitney.mendoza@company.com,(652)678-5854x9733,IT,C-Level,,Contract,Band-6,Dallas,Active,2015-07-31,3.8
EMP8007BAD5,Jeffrey,Dudley,jeffrey.dudley@company.com,843-875-7584x4198,Quality,Lead,,Full-Time,Band-3,New York,Inactive,2019-11-30,20.15
EMPD7D3299D,Loretta,Blevins,loretta.blevins@company.com,(540)541-5747,Sales,Senior Director,,Full-Time,Band-5,Dallas,Active,2018-06-26,27.19
EMP758EF8A0,Maria,Nelson,maria.nelson@company.com,+1-542-519-9330,Finance,Senior Associate,,Temporary,Band-2,Los Angeles,Active,2024-06-08,0.0
EMP4E757631,Brian,Gutierrez,brian.gutierrez@company.com,001-771-620-8267x734,Procurement,Associate,,Temporary,Band-2,San Diego,Inactive,2020-09-15,0.0
EMP3CB7F9B8,Debbie,Velez,debbie.velez@company.com,893-980-2620,Sales,Senior Associate,,Part-Time,Band-2,San Antonio,Active,2020-02-14,20.24
EMPF2884B62,Jacob,Curry,jacob.curry@company.com,400-949-9154x7887,Finance,Senior Director,,Contract,Band-5,San Antonio,Active,2024-09-09,0.0
EMP0638A936,Joshua,Lamb,joshua.lamb@company.com,727-342-0549x32966,Procurement,C-Level,,Full-Time,Band-6,Phoenix,Active,2020-09-10,18.4
EMPF2B45B6C,Richard,Davis,richard.davis@company.com,(675)730-4637,HR,Senior Director,,Temporary,Band-5,Dallas,Active,2024-09-14,0.69
EMP617681E1,Kevin,Sharp,kevin.sharp@company.com,8456301742,Sales,Senior Lead,,Temporary,Band-3,San Diego,Active,2021-03-10,9.4
EMPEB40B84C,Hannah,Fowler,hannah.fowler@company.com,959-533-2727x9568,IT,Senior Associate,,Temporary,Band-2,New York,Active,2019-04-18,31.0
EMPB8558E45,Kathleen,Becker,kathleen.becker@company.com,+1-518-478-5191x088,Manufacturing,Senior Manager,,Temporary,Band-4,Austin,Active,2022-11-28,18.66
EMPFEFDFD55,Franklin,Bond,franklin.bond@company.com,813.997.1870x728,HR,VP,,Contract,Band-6,Los Angeles,Active,2015-06-01,37.42
EMP2193DF3B,Anne,Hansen,anne.hansen@company.com,+1-240-364-0391x0651,Sales,Senior Manager,,Temporary,Band-4,New York,Active,2016-02-13,17.89
EMP7A734DAC,Valerie,Kennedy,valerie.kennedy@company.com,762-326-5676x6182,Quality,Manager,,Contract,Band-4,Philadelphia,Active,2015-11-03,47.36
EMP72E2D8E2,Gregory,Medina,gregory.medina@company.com,723.400.4786x86337,Finance,Manager,,Contract,Band-4,Austin,Active,2022-04-15,0.0
EMP6D73B3C7,Joshua,Pineda,joshua.pineda@company.com,001-210-569-0331x190,Quality,Manager,,Full-Time,Band-4,San Jose,Active,2024-12-13,40.19
EMP0EE6B299,Joy,Morales,joy.morales@company.com,783.702.8439,Procurement,VP,,Part-Time,Band-6,Jacksonville,Active,2022-09-04,14.02
EMPDCAA7E6E,Joel,Walter,joel.walter@company.com,+1-783-864-4089x2687,Quality,Junior Associate,,Part-Time,Band-1,Jacksonville,Active,2016-02-16,21.52
EMP51D10B2A,Kristi,Flores,kristi.flores@company.com,(862)846-2873x34270,Logistics,Intern,,Full-Time,Band-1,Phoenix,Active,2015-07-08,0.0
EMP20081E3E,Angela,Anderson,angela.anderson@company.com,543.251.7518,HR,Manager,,Part-Time,Band-4,Chicago,Active,2021-05-07,31.26
EMP2AEFEA84,Joseph,Nunez,joseph.nunez@company.com,+1-501-539-8373x540,IT,Manager,,Temporary,Band-4,San Jose,Active,2021-12-13,34.63
EMP45CC9C78,Suzanne,Wilson,suzanne.wilson@company.com,001-673-693-6385x467,Operations,Senior Manager,,Temporary,Band-4,Phoenix,Active,2022-06-24,9.22
EMP1B01CECD,Michael,Andrade,michael.andrade@company.com,217.653.5560x932,Quality,Associate,,Contract,Band-2,San Jose,Active,2015-10-30,7.32
EMP566925E2,Angela,Silva,angela.silva@company.com,001-664-923-5369x378,IT,Manager,,Temporary,Band-4,San Diego,Active,2018-05-22,13.93
EMP97CCB2F4,Tammy,May,tammy.may@company.com,372.252.2872x8080,Logistics,Manager,,Contract,Band-4,Jacksonville,Active,2021-05-31,4.58
EMP263BEDC2,Kathy,Gutierrez,kathy.gutierrez@company.com,+1-931-220-3875x0997,Operations,VP,,Temporary,Band-6,Phoenix,Active,2024-09-13,18.48
EMP5F083F94,Adam,Arnold,adam.arnold@company.com,4083484086,Logistics,Senior Associate,,Part-Time,Band-2,Austin,Active,2021-10-22,21.16
EMP3C2ABAB3,Samantha,Warren,samantha.warren@company.com,739.884.5461,HR,Lead,,Full-Time,Band-3,Austin,Active,2022-05-24,9.49
EMP9C45A183,Stephen,Sanchez,stephen.sanchez@company.com,001-234-410-1666x870,Quality,Lead,,Full-Time,Band-3,San Jose,Active,2023-11-05,0.0
EMP1AE1F6A3,Christopher,Bruce,christopher.bruce@company.com,+1-659-218-0339x7401,Manufacturing,Associate,,Part-Time,Band-2,Houston,Active,2023-05-20,30.59
EMP00723112,Harry,Jefferson,harry.jefferson@company.com,5398261429,Logistics,Director,,Contract,Band-5,Chicago,Active,2024-10-29,26.73
EMP653F3BAE,Erica,Fernandez,erica.fernandez@company.com,(821)785-0163x1599,Logistics,Senior Manager,,Full-Time,Band-4,San Diego,Inactive,2024-10-05,32.28
EMP5A911737,Anthony,Nelson,anthony.nelson@company.com,673.558.6629x619,IT,Associate,,Temporary,Band-2,Dallas,Active,2023-06-17,17.45
EMP58F90731,Jennifer,Miller,jennifer.miller@company.com,(662)965-5110,Quality,C-Level,,Contract,Band-6,Austin,Active,2016-05-21,10.73
EMPBBDB0866,Michael,Nelson,michael.nelson@company.com,(312)267-8886,Manufacturing,Lead,,Contract,Band-3,Los Angeles,Active,2021-07-22,27.23
EMPE1C4A5EA,Christopher,Spencer,christopher.spencer@company.com,+1-495-860-4661x839,Logistics,Senior Manager,,Part-Time,Band-4,Austin,Active,2021-04-18,50.77
EMP96B599BB,Gavin,Adams,gavin.adams@company.com,672-512-6464x715,Procurement,Senior Manager,,Temporary,Band-4,Los Angeles,Active,2022-11-11,24.88
EMP207BB0DA,Jennifer,Simpson,jennifer.simpson@company.com,+1-937-712-4065x965,IT,Intern,,Part-Time,Band-1,San Antonio,Active,2016-02-03,14.15
EMPA51E8AA6,Ryan,Colon,ryan.colon@company.com,+1-992-545-9375x2654,Sales,VP,,Temporary,Band-6,San Jose,Active,2023-05-02,36.46
EMPA238A20D,Mark,Ramirez,mark.ramirez@company.com,(651)393-9828x0737,Quality,Associate,,Temporary,Band-2,Phoenix,Active,2024-05-07,36.45
EMP39F4A186,Lori,Flynn,lori.flynn@company.com,(872)843-4266x17979,Quality,Senior Lead,,Temporary,Band-3,Houston,Active,2017-06-08,5.57
